id file duration transcription
train-clean-100-103-1241-0025 train-clean-100/103/1241/103-1241-0025.flac 4830.0 "it's worse than anything you could imagine missus spencer said it was wicked of me to talk like that"
train-clean-100-103-1241-0035 train-clean-100/103/1241/103-1241-0035.flac 15550.0 "and a big hat all flowers and nodding plumes and a gold watch and kid gloves and boots i felt cheered up right away and i enjoyed my trip to the island with all my might i wasn't a bit sick coming over in the boat neither was missus spencer although she generally is"
train-clean-100-103-1241-0036 train-clean-100/103/1241/103-1241-0036.flac 15565.0 "she said she hadn't time to get sick watching to see that i didn't fall overboard she said she never saw the beat of me for prowling about but if it kept her from being seasick it's a mercy i did prowl isn't it and i wanted to see everything that was to be seen on that boat because i didn't know whether i'd ever have another opportunity"
train-clean-100-103-1241-0037 train-clean-100/103/1241/103-1241-0037.flac 12775.0 "oh there are a lot more cherry trees all in bloom this island is the bloomiest place i just love it already and i'm so glad i'm going to live here i've always heard that prince edward island was the prettiest place in the world"
train-clean-100-1034-121119-0000 train-clean-100/1034/121119/1034-121119-0000.flac 7875.0 "chapter ninety nine the law we have seen how quietly"
train-clean-100-1034-121119-0002 train-clean-100/1034/121119/1034-121119-0002.flac 15685.0 "who after being momentarily crushed under the weight of the blow which had struck her had gone to seek her usual adviser lucien debray the baroness had looked forward to this marriage as a means of ridding her of a guardianship which over a girl of eugenie's character"
train-clean-100-1034-121119-0023 train-clean-100/1034/121119/1034-121119-0023.flac 15375.0 "and out of a fault nay even a vice sometimes produces a blessing and then her thoughts cleaving through space like a bird in the air rested on cavalcanti this andrea was a wretch a robber an assassin"
train-clean-100-1034-121119-0037 train-clean-100/1034/121119/1034-121119-0037.flac 14505.0 "three times did the bell ring with a dull heavy sound seeming to participate in the general sadness before the concierge appeared and peeped through the door which he opened just wide enough to allow his words to be heard"
train-clean-100-1034-121119-0046 train-clean-100/1034/121119/1034-121119-0046.flac 2460.0 "you will excuse this poor fellow madame"
train-clean-100-1034-121119-0049 train-clean-100/1034/121119/1034-121119-0049.flac 17240.0 "raising his head bowed down by grief looked up at her with so sad a smile that her complaints died upon her lips forgive my servants he said for a terror i cannot blame them for from being suspected they have become suspicious"
train-clean-100-1034-121119-0053 train-clean-100/1034/121119/1034-121119-0053.flac 15620.0 "your daughter will be married to morrow if not to day in a week if not to morrow and i do not think you can regret the intended husband of your daughter madame danglars gazed on villefort stupefied to find him so almost insultingly calm"
train-clean-100-1034-121119-0062 train-clean-100/1034/121119/1034-121119-0062.flac 13935.0 "i hope so if they should arrest him i know that sometimes prisoners afford means of escape will you leave him in prison the procureur shook his head at least keep him there till my daughter be married"
train-clean-100-1034-121119-0070 train-clean-100/1034/121119/1034-121119-0070.flac 10230.0 "villefort here extended his hand toward a large crucifix placed opposite to his desk when they are discovered i swear to you by all i hold most sacred"
train-clean-100-1034-121119-0074 train-clean-100/1034/121119/1034-121119-0074.flac 9290.0 "but who was the man who brought him from lucca another rascal like himself perhaps his accomplice the baroness clasped her hands"
train-clean-100-1034-121119-0075 train-clean-100/1034/121119/1034-121119-0075.flac 8530.0 "for heaven's sake madame said villefort with a firmness of expression not altogether free from harshness for heaven's sake"
train-clean-100-1034-121119-0084 train-clean-100/1034/121119/1034-121119-0084.flac 4620.0 "with a feverish rage which gave a ferocious eloquence to his words"
train-clean-100-1034-121119-0085 train-clean-100/1034/121119/1034-121119-0085.flac 9770.0 "this young man though a murderer is an orphan abandoned by everybody so much the worse or rather so much the better"
train-clean-100-1034-121119-0088 train-clean-100/1034/121119/1034-121119-0088.flac 2440.0 "delay the trial till the next assizes"
train-clean-100-1040-133433-0005 train-clean-100/1040/133433/1040-133433-0005.flac 14640.0 "george missus darling exclaimed pained to see her dear one showing himself in such an unfavourable light then he burst into tears and the truth came out he was as glad to have them as she was he said"
train-clean-100-1040-133433-0025 train-clean-100/1040/133433/1040-133433-0025.flac 12695.0 "in time they could not even fly after their hats want of practice they called it but what it really meant was that they no longer believed michael believed longer than the other boys"
train-clean-100-1040-133433-0029 train-clean-100/1040/133433/1040-133433-0029.flac 15030.0 "who is tinker bell o peter she said shocked but even when she explained he could not remember there are such a lot of them he said i expect she is no more i expect he was right for fairies don't live long"
train-clean-100-1040-133433-0031 train-clean-100/1040/133433/1040-133433-0031.flac 15135.0 "but he was exactly as fascinating as ever and they had a lovely spring cleaning in the little house on the tree tops next year he did not come for her she waited in a new frock because the old one simply would not meet but he never came"
train-clean-100-1040-133433-0041 train-clean-100/1040/133433/1040-133433-0041.flac 13255.0 "she died of old age and at the end she had been rather difficult to get on with being very firmly convinced that no one knew how to look after children except herself once a week jane's nurse had her evening off"
train-clean-100-1040-133433-0044 train-clean-100/1040/133433/1040-133433-0044.flac 10950.0 "that is a long time ago sweetheart says wendy ah me how time flies does it fly asks the artful child the way you flew when you were a little girl"
train-clean-100-1040-133433-0045 train-clean-100/1040/133433/1040-133433-0045.flac 12935.0 "why can't you fly now mother because i am grown up dearest when people grow up they forget the way why do they forget the way because they are no longer gay and innocent and heartless"
train-clean-100-1040-133433-0052 train-clean-100/1040/133433/1040-133433-0052.flac 15495.0 "what was the last thing peter ever said to you the last thing he ever said to me was just always be waiting for me and then some night you will hear me crowing yes but alas he forgot all about me"
train-clean-100-1040-133433-0053 train-clean-100/1040/133433/1040-133433-0053.flac 10230.0 "wendy said it with a smile she was as grown up as that what did his crow sound like jane asked one evening it was like this wendy said"
train-clean-100-1040-133433-0056 train-clean-100/1040/133433/1040-133433-0056.flac 12675.0 "wendy was sitting on the floor very close to the fire so as to see to darn for there was no other light in the nursery and while she sat darning she heard a crow then the window blew open as of old"
train-clean-100-1040-133433-0057 train-clean-100/1040/133433/1040-133433-0057.flac 14225.0 "he was exactly the same as ever and wendy saw at once that he still had all his first teeth he was a little boy and she was grown up she huddled by the fire not daring to move helpless and guilty"
train-clean-100-1040-133433-0064 train-clean-100/1040/133433/1040-133433-0064.flac 2200.0 "what is it he cried shrinking"
train-clean-100-1040-133433-0073 train-clean-100/1040/133433/1040-133433-0073.flac 15430.0 "yes i know i came back for my mother he explained to take her to the neverland yes i know jane said i have been waiting for you when wendy returned diffidently she found peter sitting on the bed post crowing gloriously"
train-clean-100-1040-133433-0076 train-clean-100/1040/133433/1040-133433-0076.flac 15540.0 "it was already her easiest way of moving about wendy rushed to the window no no she cried it is just for spring cleaning time jane said he wants me always to do his spring cleaning"
train-clean-100-1069-133699-0004 train-clean-100/1069/133699/1069-133699-0004.flac 13720.0 "as both an adventuress and a bore adventuresses usually giving one more of a thrill she had expressed some surprise at her niece's having selected such a friend"
train-clean-100-1069-133699-0012 train-clean-100/1069/133699/1069-133699-0012.flac 15600.0 "ralph with his experimental geniality suggested by way of healing the breach that the truth lay between the two extremes and that the establishments in question ought to be described as fair middling"
train-clean-100-1069-133699-0017 train-clean-100/1069/133699/1069-133699-0017.flac 9520.0 "i don't see what you want with five henrietta couldn't help observing i don't think i should like to see five persons surrounding me in that menial position"
train-clean-100-1069-133699-0032 train-clean-100/1069/133699/1069-133699-0032.flac 16770.0 "but his eyes asked it and his handshake when he bade me good bye thank you for doing so and isabel turned away yes you're changed you've got new ideas over here her friend continued i hope so said isabel"
train-clean-100-1069-133699-0033 train-clean-100/1069/133699/1069-133699-0033.flac 16285.0 "one should get as many new ideas as possible yes but they shouldn't interfere with the old ones when the old ones have been the right ones isabel turned about again if you mean that i had any idea with regard to mister goodwood"
train-clean-100-1069-133699-0034 train-clean-100/1069/133699/1069-133699-0034.flac 14485.0 "but she faltered before her friend's implacable glitter my dear child you certainly encouraged him isabel made for the moment as if to deny this charge instead of which however she presently answered"
train-clean-100-1069-133699-0046 train-clean-100/1069/133699/1069-133699-0046.flac 15010.0 "it seemed to her at last that she would do well to take a book formerly when heavy hearted she had been able with the help of some well chosen volume to transfer the seat of consciousness to the organ of pure reason"
train-clean-100-1069-133709-0011 train-clean-100/1069/133709/1069-133709-0011.flac 13205.0 "she was learning to sacrifice consistency to considerations of that inferior order for which the excuse must be found in the particular case it was not to the credit of her absolute rectitude"
train-clean-100-1069-133709-0033 train-clean-100/1069/133709/1069-133709-0033.flac 15880.0 "she was glad to pause however on the edge of this larger adventure there was such a thrill even in the preliminary hovering it affected her moreover as a peaceful interlude as a hush of the drum and fife in a career which she had little warrant"
train-clean-100-1069-133709-0037 train-clean-100/1069/133709/1069-133709-0037.flac 14950.0 "it took perpetually for granted a thousand good intentions she lost herself in a maze of visions the fine things to be done by a rich independent generous girl who took a large human view of occasions and obligations"
train-clean-100-1069-133709-0038 train-clean-100/1069/133709/1069-133709-0038.flac 13900.0 "were sublime in the mass her fortune therefore became to her mind a part of her better self it gave her importance gave her even to her own imagination a certain ideal beauty"
train-clean-100-1069-133709-0043 train-clean-100/1069/133709/1069-133709-0043.flac 16125.0 "either to caspar goodwood or to lord warburton and yet couldn't but feel them appreciably in debt to her she had of course reminded herself that she was to hear from mister goodwood again but this was not to be for another year and a half"
train-clean-100-1069-133709-0048 train-clean-100/1069/133709/1069-133709-0048.flac 14775.0 "would be eminently just this was not as it may seem merely a theory tinged with sarcasm isabel candidly believed that his lordship would in the usual phrase get over his disappointment"
train-clean-100-1069-133709-0050 train-clean-100/1069/133709/1069-133709-0050.flac 14820.0 "should cultivate a scar out of proportion to any wound englishmen liked moreover to be comfortable said isabel and there could be little comfort for lord warburton in the long run in brooding over a self sufficient american girl"
train-clean-100-1081-125237-0004 train-clean-100/1081/125237/1081-125237-0004.flac 10480.0 "appeared at first to open out a prospect of friendlier relations between the two neighbouring republics in january sixteen fifty one the great assembly formally recognised the commonwealth"
train-clean-100-1081-125237-0013 train-clean-100/1081/125237/1081-125237-0013.flac 12910.0 "even the estates of holland dared not consider such terms and the states general would have angrily rejected them after some further parleying therefore about fisheries and trade restrictions it was felt that no agreement could be reached"
train-clean-100-1081-125237-0014 train-clean-100/1081/125237/1081-125237-0014.flac 13935.0 "and saint john and strickland returned to england on july thirty first sixteen fifty one their failure created a very bad impression upon the parliament all the old complaints against the dutch were revived and"
train-clean-100-1081-125237-0024 train-clean-100/1081/125237/1081-125237-0024.flac 13610.0 "not merely by privateers but by an english squadron under ayscue in the west indies had caused intense indignation and alarm in holland and especially in amsterdam pressure was brought to bear on the states general and the admiralties"
train-clean-100-1081-125237-0025 train-clean-100/1081/125237/1081-125237-0025.flac 7195.0 "who in pursuance of economy had reduced the fleet to seventy five ships it was resolved therefore on february twenty second"
train-clean-100-1081-125237-0030 train-clean-100/1081/125237/1081-125237-0030.flac 16035.0 "to the french coast having lost two ships great was the anger aroused in england where the dutch were universally regarded as the aggressors in the netherlands where the peace party was strong many were disposed to blame tromp despite his protests"
train-clean-100-1081-125237-0034 train-clean-100/1081/125237/1081-125237-0034.flac 10960.0 "all the advantages were on the side of their enemies the dutch merchant fleets covered the seas and the welfare of the land depended on commerce the english had little to lose commercially"
train-clean-100-1081-125237-0073 train-clean-100/1081/125237/1081-125237-0073.flac 5750.0 "the old hero fell mortally wounded at the very beginning of what proved to be an unequal fight"
train-clean-100-1081-125237-0076 train-clean-100/1081/125237/1081-125237-0076.flac 13835.0 "for the new ruler of england had always professed himself an opponent of the war which had shattered his fantastic dream of a union between the two republics many conferences took place but the protector's attitude and intentions were ambiguous and difficult to divine"
train-clean-100-1081-125237-0094 train-clean-100/1081/125237/1081-125237-0094.flac 3490.0 "addressed to the estates of holland not at the moment in session"
train-clean-100-1081-125237-0107 train-clean-100/1081/125237/1081-125237-0107.flac 12200.0 "his efforts to prevent the resolution of the states general from taking immediate effect proving unavailing he put forward the suggestion that on account of its importance the despatch should be sent to the envoys in cipher"
train-clean-100-1081-128618-0003 train-clean-100/1081/128618/1081-128618-0003.flac 15635.0 "drain and serve with oyster sauce perch a l'allemande put two large cleaned perch into a saucepan with two chopped carrots a sprig of parsley a celery root a sliced onion and a pinch of salt"
train-clean-100-1081-128618-0007 train-clean-100/1081/128618/1081-128618-0007.flac 9000.0 "and put into a stewpan with a chopped onion a bunch of parsley a pinch of salt and enough white wine to cover simmer for fifteen minutes"
train-clean-100-1081-128618-0013 train-clean-100/1081/128618/1081-128618-0013.flac 4455.0 "bake with a little white wine and melted butter perch salad"
train-clean-100-1088-129236-0005 train-clean-100/1088/129236/1088-129236-0005.flac 13030.0 "and therefore i know i incur the imputation of unnecessary hardness and stoicism from those who compose the court and parliament of love but from these formidable censors i shall appeal to my seniors"
train-clean-100-1088-129236-0010 train-clean-100/1088/129236/1088-129236-0010.flac 14600.0 "which have given him sincerest instruction and nourishment he will shrink and moan alas i know not why but infinite compunctions embitter in mature life the remembrances of budding joy and cover every beloved name"
train-clean-100-1088-129236-0016 train-clean-100/1088/129236/1088-129236-0016.flac 15755.0 "for persons are love's world and the coldest philosopher cannot recount the debt of the young soul wandering here in nature to the power of love without being tempted to unsay as treasonable to nature aught derogatory to the social instincts"
train-clean-100-1088-129236-0018 train-clean-100/1088/129236/1088-129236-0018.flac 14830.0 "that they have no fairer page in their life's book than the delicious memory of some passages wherein affection contrived to give a witchcraft surpassing the deep attraction of its own truth to a parcel of accidental and trivial circumstances"
train-clean-100-1088-129236-0022 train-clean-100/1088/129236/1088-129236-0022.flac 14520.0 "the words of the beloved object are not like other images written in water but as plutarch said enamelled in fire and make the study of midnight thou art not gone being gone where'er thou art"
train-clean-100-1088-129236-0024 train-clean-100/1088/129236/1088-129236-0024.flac 14060.0 "all other pleasures are not worth its pains and when the day was not long enough but the night too must be consumed in keen recollections when the head boiled all night on the pillow with the generous deed it resolved on"
train-clean-100-1088-129236-0025 train-clean-100/1088/129236/1088-129236-0025.flac 14820.0 "the clouds have faces as he looks on them the trees of the forest the waving grass and the peeping flowers have grown intelligent and he almost fears to trust them with the secret which they seem to invite yet nature soothes and sympathizes"
train-clean-100-1088-129236-0029 train-clean-100/1088/129236/1088-129236-0029.flac 8425.0 "the like force has the passion over all his nature it expands the sentiment it makes the clown gentle and gives the coward heart"
train-clean-100-1088-134315-0011 train-clean-100/1088/134315/1088-134315-0011.flac 11875.0 "if i can buy it well and good if i can buy those who can use their influence to secure this thing for me so much the better if i can obtain it by any merit i possess i utilize that merit"
train-clean-100-1088-134315-0015 train-clean-100/1088/134315/1088-134315-0015.flac 14760.0 "t x he went on somewhat oracularly is a man for whom i have a great deal of respect you will probably meet him again for he will find an opportunity of asking you a few questions about myself i need hardly tell you"
train-clean-100-1088-134315-0044 train-clean-100/1088/134315/1088-134315-0044.flac 14635.0 "mister gathercole said the girl quickly fisher nodded yes miss i couldn't get him to stay though she pursed her lips thoughtfully mister kara will be very cross but i don't see how you can help it i wish you had called me"
train-clean-100-1088-134315-0046 train-clean-100/1088/134315/1088-134315-0046.flac 4375.0 "she handed him the letter and he read without a droop of eyelid the superscription"
train-clean-100-1088-134315-0048 train-clean-100/1088/134315/1088-134315-0048.flac 13755.0 "the only other person in the house beside the girl was the middle aged domestic who was parlour maid serving maid and housekeeper in one miss holland sat at her desk to all appearance reading over the letters she had typed that afternoon"
train-clean-100-1088-134315-0057 train-clean-100/1088/134315/1088-134315-0057.flac 13525.0 "an examination of the first drawer did not produce all that she had expected she returned the papers to the drawer pushed it to and locked it she gave her attention to the second drawer her hand shook a little as she pulled it open"
train-clean-100-1098-133695-0001 train-clean-100/1098/133695/1098-133695-0001.flac 15100.0 "her gouty uncle received very little company and missus touchett not having cultivated relations with her husband's neighbours was not warranted in expecting visits from them she had however a peculiar taste she liked to receive cards"
train-clean-100-1098-133695-0012 train-clean-100/1098/133695/1098-133695-0012.flac 11220.0 "with whom she talked a great deal and with whom her conversation was of a sort that gave a large licence to extravagance her cousin used as the phrase is to chaff her"
train-clean-100-1098-133695-0015 train-clean-100/1098/133695/1098-133695-0015.flac 3010.0 "his useless life his fantastic mother"
train-clean-100-1098-133695-0020 train-clean-100/1098/133695/1098-133695-0020.flac 15650.0 "it must be said that her wit was exercised to a large extent in self defence for her cousin amused himself with calling her columbia and accusing her of a patriotism so heated that it scorched he drew a caricature of her"
train-clean-100-1098-133695-0024 train-clean-100/1098/133695/1098-133695-0024.flac 5350.0 "and her satisfaction was at the root of the good spirits which enabled her to take her cousin's chaff"
train-clean-100-1098-133695-0044 train-clean-100/1098/133695/1098-133695-0044.flac 6835.0 "and now you had better keep very quiet and never grumble again the sentiment of these reflexions was very just"
train-clean-100-1098-133695-0053 train-clean-100/1098/133695/1098-133695-0053.flac 7100.0 "between hedgerows made thick by midsummer when they reached home they usually found tea had been served on the lawn"
train-clean-100-1098-133695-0055 train-clean-100/1098/133695/1098-133695-0055.flac 12850.0 "one day however a visitor had arrived the two young persons after spending an hour on the river strolled back to the house and perceived lord warburton sitting under the trees and engaged in conversation"
train-clean-100-1098-133695-0061 train-clean-100/1098/133695/1098-133695-0061.flac 11745.0 "had been that she should see a great many people when ralph said to her as he had done several times i wonder you find this endurable you ought to see some of the neighbours and some of our friends"
train-clean-100-1098-133695-0072 train-clean-100/1098/133695/1098-133695-0072.flac 13150.0 "who if it pleased her to hear it said that her accomplishments were numerous was happily able to reflect that such complacency was not the indication of a feeble mind inasmuch as there were several things in which she excelled"
train-clean-100-1098-133695-0084 train-clean-100/1098/133695/1098-133695-0084.flac 11540.0 "you're not you're not at your blest albany my dear isabel rose blushing i wish i were she said oh i say mother ralph broke out"
train-clean-100-1098-133695-0087 train-clean-100/1098/133695/1098-133695-0087.flac 15925.0 "ralph meanwhile handed isabel her candlestick he had been watching her it had seemed to him her temper was involved an accident that might be interesting but if he had expected anything of a flare he was disappointed for the girl simply laughed a little"
train-clean-100-1098-133695-0090 train-clean-100/1098/133695/1098-133695-0090.flac 16590.0 "don't sit alone with the gentlemen late at night you were very right to tell me then said isabel i don't understand it but i'm very glad to know it i shall always tell you her aunt answered whenever i see you taking what seems to me too much liberty"
train-clean-100-1098-133695-0091 train-clean-100/1098/133695/1098-133695-0091.flac 9250.0 "yes i think i'm very fond of them but i always want to know the things one shouldn't do so as to do them asked her aunt"
train-clean-100-118-121721-0000 train-clean-100/118/121721/118-121721-0000.flac 3595.0 "a stitch in time saves embarrassing exposure"
train-clean-100-118-121721-0001 train-clean-100/118/121721/118-121721-0001.flac 15310.0 "wonderful parents are yet to be heard from who don't think theirs is a wonder a nocturnal animal to which everyone in a sleeping car is eager to give a wide berth bachelor from latin baculus a stick unattached"
train-clean-100-118-121721-0023 train-clean-100/118/121721/118-121721-0023.flac 4105.0 "usually occupied by the intellect brothers thoughts and ideas"
train-clean-100-118-124588-0001 train-clean-100/118/124588/118-124588-0001.flac 14090.0 "nothing further could be done in the way of searching for the latter personage until daylight it was getting on pretty well towards morning when missus savareen sought her couch and when she got there her slumber was broken and disturbed she knew not what to think"
train-clean-100-118-124588-0010 train-clean-100/118/124588/118-124588-0010.flac 15315.0 "the bit had been removed from her mouth but the bridle hung intact round her neck the saddle however like its owner had disappeared from her back then the men began a systematic search in the interior of the swamp they soon came upon the saddle which had apparently been deliberately unbuckled"
train-clean-100-118-124588-0016 train-clean-100/118/124588/118-124588-0016.flac 14655.0 "the search was kept up without intermission for several days nearly all of the farmers in the vicinity taking part in it even to the neglect of the harvest work which demanded their attention squire harrington was especially active and left no stone unturned to unravel the mystery"
train-clean-100-118-47824-0004 train-clean-100/118/47824/118-47824-0004.flac 11150.0 "after this something must be done about paredes's detention he hadn't dreamed that his weariness could placate even momentarily such reflections but at last he slept again"
train-clean-100-118-47824-0009 train-clean-100/118/47824/118-47824-0009.flac 14975.0 "it won't lessen the fact of his murder time graham said lessens such facts even for the police bobby glanced at him flushing you mean you've decided to stand by me after what happened last night graham smiled"
train-clean-100-118-47824-0018 train-clean-100/118/47824/118-47824-0018.flac 14030.0 "his sharp exclamation recalled howells's report which at their direction he had failed to mail had his exclamation been drawn by an accuser bobby started to rise graham moved toward the door then jenkins entered and stood to one side"
train-clean-100-118-47824-0044 train-clean-100/118/47824/118-47824-0044.flac 8200.0 "that might make men walk unconsciously to accomplish the ends of an unscrupulous brain the district attorney appeared as much at sea as the others"
train-clean-100-118-47824-0049 train-clean-100/118/47824/118-47824-0049.flac 14650.0 "forced into his mind a cleansing stimulation but almost immediately even that prophylactic was denied him with his direction a matter of indifference chance led him into the thicket at the side of the house he had walked some distance"
train-clean-100-118-47824-0071 train-clean-100/118/47824/118-47824-0071.flac 2955.0 "might have moved spasmodically i mean"
train-clean-100-118-47824-0081 train-clean-100/118/47824/118-47824-0081.flac 14950.0 "bobby forced himself to walk up the staircase facing the first phase of his ordeal he saw that the district attorney realized that too for he sprang from his chair and followed by rawlins started upward the entire company crowded the stairs"
train-clean-100-118-47824-0085 train-clean-100/118/47824/118-47824-0085.flac 3310.0 "from the chest of drawers two candles the only light"
train-clean-100-1235-135883-0000 train-clean-100/1235/135883/1235-135883-0000.flac 15295.0 "he was obliged from time to time to visit his correspondents on business and one day being under the necessity of going a long journey on an affair of importance he took horse and carried with him a wallet containing biscuits and dates"
train-clean-100-1235-135883-0012 train-clean-100/1235/135883/1235-135883-0012.flac 14765.0 "persisting in his resolution i must kill thee since thou hast killed my son then taking the merchant by the arm he threw him with his face on the ground and lifted up his cimeter to cut off his head the merchant with tears"
train-clean-100-1235-135883-0027 train-clean-100/1235/135883/1235-135883-0027.flac 12400.0 "if you will believe my oath answered the merchant i swear by all that is sacred that i will come and meet you here without fail what time do you require then demanded the genie"
train-clean-100-1235-135883-0037 train-clean-100/1235/135883/1235-135883-0037.flac 15880.0 "he gave her in addition as much as the law would allow him at last the year expired and he was obliged to depart he put his burial clothes in his wallet but when he came to bid his wife and children adieu their grief surpassed description"
train-clean-100-1235-135883-0040 train-clean-100/1235/135883/1235-135883-0040.flac 4280.0 "an old man leading a hind appeared and drew near him"
train-clean-100-1235-135883-0047 train-clean-100/1235/135883/1235-135883-0047.flac 13965.0 "they had scarcely begun to converse together when there arrived a third old man leading a mule he addressed himself to the two former and asked why the merchant who sat with them looked so melancholy they told him the reason"
train-clean-100-1235-135883-0048 train-clean-100/1235/135883/1235-135883-0048.flac 2745.0 "which appeared to him so extraordinary"
train-clean-100-1235-135883-0049 train-clean-100/1235/135883/1235-135883-0049.flac 10790.0 "the merchant and the three old men began to lament and fill the air with their cries when the old man who led the hind saw the genie lay hold of the merchant and about to kill him"
train-clean-100-1235-135884-0001 train-clean-100/1235/135884/1235-135884-0001.flac 12135.063 "we lived together twenty years without any children her barrenness did not effect any change in my love i still treated her with much kindness and affection"
train-clean-100-1235-135884-0003 train-clean-100/1235/135884/1235-135884-0003.flac 14770.0 "but concealed her aversion so well that i knew nothing of it till it was too late mean time my son grew up and was ten years old when i was obliged to undertake a long journey"
train-clean-100-1235-135884-0005 train-clean-100/1235/135884/1235-135884-0005.flac 7769.938 "she however employed that time to satisfy her hatred she applied herself to magic"
train-clean-100-1235-135884-0006 train-clean-100/1235/135884/1235-135884-0006.flac 12975.0 "the wretch carried my son to a desolate place where by her enchantments she changed him into a calf and gave him to my farmer to fatten pretending she had bought him"
train-clean-100-1235-135884-0023 train-clean-100/1235/135884/1235-135884-0023.flac 14150.0 "when turning his eyes bathed with tears in a languishing manner towards me he affected me so much that i had not strength to kill him i let the knife fall and told my wife positively"
train-clean-100-1235-135887-0026 train-clean-100/1235/135887/1235-135887-0026.flac 15830.0 "if he had had a design upon my life why did he save me then he needed only to have left me to my disease i could not have escaped it as life was fast decaying forbear then to fill me with unjust suspicions"
train-clean-100-1246-124548-0000 train-clean-100/1246/124548/1246-124548-0000.flac 14380.0 "chapter thirty five she tried to be content which was a contradiction in terms she fanatically cleaned house all april she knitted a sweater for hugh she was diligent at red cross work"
train-clean-100-1246-124548-0001 train-clean-100/1246/124548/1246-124548-0001.flac 15320.0 "she was silent when vida raved that though america hated war as much as ever we must invade germany and wipe out every man because it was now proven that there was no soldier in the german army who was not crucifying prisoners"
train-clean-100-1246-124548-0003 train-clean-100/1246/124548/1246-124548-0003.flac 15290.0 "champ was broken his rheumatism was worse the rooms over the store were silent he could not do his work as buyer at the elevator farmers coming in with sled loads of wheat complained that champ could not read the scale"
train-clean-100-1246-124548-0018 train-clean-100/1246/124548/1246-124548-0018.flac 11975.0 "in three months kennicott made seven thousand dollars which was rather more than four times as much as society paid him for healing the sick in early summer began a campaign of boosting"
train-clean-100-1246-124548-0041 train-clean-100/1246/124548/1246-124548-0041.flac 3525.0 "come on you twin cities our hat is in the ring"
train-clean-100-1246-124550-0008 train-clean-100/1246/124550/1246-124550-0008.flac 15865.0 "as she flitted up sixteenth street after a kreisler recital given late in the afternoon for the government clerks as the lamps kindled in spheres of soft fire as the breeze flowed into the street fresh as prairie winds and kindlier"
train-clean-100-1246-124550-0012 train-clean-100/1246/124550/1246-124550-0012.flac 14145.0 "they went to sunday service sunday school christian endeavor missionary lectures church suppers precisely as they had at home they agreed that ambassadors and flippant newspapermen and infidel scientists of the bureaus"
train-clean-100-1246-124550-0016 train-clean-100/1246/124550/1246-124550-0016.flac 14775.0 "about nothing in particular the captain introduced her to the secretary of a congressman a cynical young widow with many acquaintances in the navy through her carol met commanders and majors newspapermen"
train-clean-100-1246-124550-0021 train-clean-100/1246/124550/1246-124550-0021.flac 13950.0 "but they played very simply and they saw no reason why anything which exists cannot also be acknowledged she was sometimes shocked quite as she had shocked gopher prairie by these girls with their cigarettes and elfish knowledge"
train-clean-100-1246-124550-0030 train-clean-100/1246/124550/1246-124550-0030.flac 15245.0 "dripping soot from eaves and doorway rolled out smoke in greasy coils other towns she came to know by anecdote a prairie village where the wind blew all day long and the mud was two feet thick in spring and in summer"
